,,¶º°³¶º,Toymong tv ÅäÀÌ¸ùTV,¶Çº¿ V (Tobot V),TV-People,SonicToy¼Ò´ÐÅäÀÌ,ibighit,VIVA DANCE STUDIO,Boram Tube ToysReview [º¸¶÷Æ©ºê ÅäÀÌ¸®ºä],Äá¼øÀÌ?½ÃÅ©¸´ ÁêÁê (Kongsuni?Secret Jouju),ssin ¾À´Ô,SBS Drama,With Kids[À§µåÅ°Áî],MBCdrama,GOT7,Maangchi,FRAN,RISABAE,ASMR PPOMO,½´±â´Ô,ÅÂ°æ TV,SMTOWN,JTBC Entertainment,Travel Thirsty,MariAndFriends,Boram Tube [º¸¶÷Æ©ºê],KBSEntertain,JAY PARK,[ÅäÀÌÇªµù] ToyPudding TV,STUDIO ONSTYLE,BANGTANTV,MariAndToys,Ä³¸®TV CarrieTV,BLACKPINK,GIRLS' GENERATION,MariAndKids,Ã¢Çö°Å¸®³ë·¡¹æ ½öÄ«ÆäKPOP COVER STREET KARAOKE,»Ç·Î·Î(Pororo),ALL THE K-POP,¾Ç¾î À¯Æ©ºê,PONY Syndrome,M2,¼­ÀºÀÌ¾ß±â[SeoeunStory],[Dorothy]µµ·Î½Ã,iKON,starshipTV,¾ç¼öºó,¿Í½ç¸Ç-Wassup Man,¾ç¶ò À¯Æ©ºê,¹êÂê,4Minute Æ÷¹Ì´Ö(Official YouTube Channel),Stone Music Entertainment,jypentertainment,WINNER,Mnet K-POP,ToyMart TV,²ÚTV(Kkuk TV),GOD-TUK,SBSNOW,[Awesome Haeun]¾î½æÇÏÀº,ÇìÀÌÁö´Ï Hey Jini,MBCkpop,KBSKpop,Àç³Í,Mnet Official,³ªµµNado,SEVENTEEN,¿µ±¹³²ÀÚ Korean Englishman,Àá¶ã TV,µð¹ÙÁ¦½ÃÄ«DeevaJessica,°ø´ë»ý º¯½ÂÁÖ,µµÆ¼ TV,DramaKBS,MBCentertainment,ÇÃ·¹ÀÌ¸®½ºÆ®,Sungha Jung,JTBC Drama,JFlaMusic,Å©¸²È÷¾î·ÎÁî,waveya 2011,SBS Entertainment,2NE1,woolliment,TOY GUMA,Åð°æ¾Æ ¾à¸ÔÀÚ,The World of Daveµ¥ÀÌºê,ÇÎÅ©Æþ (ÀÎ±â µ¿¿ä?µ¿È­),Robocar POLI TV,officialpsy,µù°í ¹ÂÁ÷ / dingo music,º¸°â TV,²ÜÅ°honeykki,1MILLION Dance Studio,1theK (¿ø´õÄÉÀÌ),BEAST ºñ½ºÆ® (Official YouTube Channel),ToyFamily,EBSKids (EBS À¯¾Æ),Lime Tube[¶óÀÓÆ©ºê],lamuqe,TWICE,BIGBANG
2018-12-18 21:23,30,201310,303414,238486,214782,311240,706504,27531,1754834,465305,9468,168778,193231,434896,110443,36035,120147,26795,55816,54436,121335,1490631,609542,375393,181730,235275,381927,37388,1070049,55009,203438,166561,104272,1854610,162,217264,153935,313080,240179,61365,25384,255422,237072,157958,301496,124074,108679,20522,39470,76885,20777,573156,766146,274066,1044845,257156,52206,61500,304712,96096,153279,416142,219619,56697,525595,71706,89785,72575,159184,86373,154637,170961,423298,783081,123323,40084,342326,356831,222964,39716,214989,46550,23471,104410,52276,31852,531482,280920,131643,76927,144513,26555,436891,1480866,17997,133957,299089,283667,12763,66570,273893
2018-12-19 0:23,31,183759,270895,155119,119233,247067,434967,17342,1417263,400479,6075,100715,159704,275692,76005,23271,86103,18362,29447,51291,174822,876910,360056,272961,204601,179080,269701,21770,739559,55725,269467,108916,130657,1211888,88,157702,149706,291498,155383,54724,16531,180891,283138,134185,180706,80702,84725,14313,40669,65983,14268,387965,558552,194001,680844,205452,56073,42369,206337,62848,181680,260271,138496,53001,376550,70288,60250,47651,246650,56174,144737,179220,273095,511949,147193,23772,202023,232464,143703,21722,115526,28586,14733,83833,40615,27189,429154,190203,96474,51069,127426,19126,311917,970681,10130,85703,331343,266031,8835,56326,186037
2018-12-19 3:23,32,234539,324718,236393,142742,279408,492749,23897,1692588,464351,8642,97267,190087,315564,82085,25435,121225,21160,30795,66480,155961,858887,410335,295039,215168,239997,341972,26007,883473,74721,467554,151086,141142,1212614,147,220948,180647,293271,176120,70862,19513,206157,314202,133786,176546,89933,106005,16231,41953,85697,18383,370894,496037,146599,749892,271368,74528,50611,241605,79595,242648,283452,161259,53355,430720,85704,68051,57127,201334,69286,210188,184539,328621,551592,204572,24569,247573,271591,139453,26462,138088,29717,13365,118714,54778,30485,472733,225066,107197,61607,222674,19616,365609,1010258,11041,115879,410857,312607,11612,68248,197862
2018-12-19 6:24,33,444004,406032,227163,259651,477720,1088492,37815,3058688,593009,14265,191374,299698,506733,204574,41664,274112,36534,95643,142822,106815,1948956,685939,560848,269921,320408,472221,46394,1613002,88348,397640,239580,111063,2086532,158,297701,315110,235233,309823,77127,40177,357655,310382,291307,327506,163078,206111,22765,47294,151158,35605,650969,970187,282269,1355908,479037,58563,66540,357713,118652,218657,481017,274655,60637,734410,178552,116190,102348,127132,95824,164916,124390,525714,837160,234186,49430,611204,425383,233757,58294,239123,56811,26518,224624,114398,50423,581015,318292,219273,96282,329563,40649,702069,1824824,20854,184426,413581,367602,21389,152760,347065
2018-12-19 9:24,34,245236,247727,143780,234395,396769,1172149,32795,2196939,453329,10743,232148,217452,477718,110393,41787,180189,26269,106476,86443,29364,1579773,576189,462771,159613,223719,334687,48421,966520,47132,374772,195059,45791,1252041,172,272357,181321,125258,213096,38590,29820,251388,212031,207383,202053,167757,121197,14161,-279161,108908,38809,409213,768747,195779,997140,409541,17775,38835,265803,56533,146099,346160,193678,21446,513294,94954,85919,81738,35773,55973,57606,33006,439606,715228,95484,43866,610186,263990,143285,64549,241561,47839,22714,219669,49578,30891,454790,249586,219928,68685,132152,27371,665101,1437604,13947,108596,187434,277730,13988,77904,274706
2018-12-19 12:24,35,88139,113452,59817,123657,184353,809117,17817,1145394,244722,3587,100151,134130,206995,58313,25390,66935,7581,47388,24768,16609,1052464,273723,281892,89574,118851,132284,29876,409552,19087,223415,95399,25682,712607,54,149140,84057,70578,121172,14662,11350,120356,133680,81850,118227,102811,51721,6193,11046,32673,23044,257623,512176,113706,589004,215379,9749,12065,103116,26239,81132,177363,107853,7181,233995,29771,59186,33218,19092,36026,21937,17124,180268,324291,36066,23620,260383,133247,69698,39835,128064,30336,14561,106640,24538,18202,303775,136650,130941,30629,49574,12796,396345,942714,7457,59998,77720,137435,4382,33776,159831
2018-12-19 15:24,36,112790,228742,172562,175343,266967,921050,22625,1631973,448162,5001,111093,204092,259759,105075,29739,78684,11039,44322,26456,42108,1476330,437982,286760,129156,194315,212508,41726,863060,26790,658049,176705,62799,1663352,157,208094,120470,240302,195655,18380,16489,200549,229863,95642,231334,124125,59184,13616,15159,39295,29758,450754,739364,264067,949327,343730,19427,16589,195082,51443,139580,298253,188253,17725,395453,38089,75351,52561,46659,61988,39550,51173,255491,514216,45724,32051,345729,217123,141271,42255,158272,41158,20752,130575,19929,20945,677726,277708,126301,54412,79050,16301,434117,1276970,14116,119187,198534,266731,6504,82238,235784
2018-12-19 18:24,37,111146,212409,152376,156346,232677,643515,18985,1447656,339118,4374,94301,165136,236429,74036,25358,68504,12354,34655,29307,49228,1166827,396389,231180,106210,173769,204020,26941,814152,23381,321874,149500,50446,1375868,98,159507,99708,187893,187664,17513,16090,173125,164717,108350,224208,89120,66189,14047,14873,35930,17763,384019,617479,214931,846366,229320,15280,18523,176359,49784,90578,271221,159989,17646,366732,41768,67129,51671,46465,50575,34114,41926,238537,459776,42172,29933,275241,207053,128127,28582,136910,35744,16031,85004,23374,17538,446802,203265,99070,47417,64847,16272,359638,1070341,12610,110097,153268,164554,5833,63515,207219
2018-12-19 21:24,38,185539,256585,206651,200565,307519,703929,23385,1785351,419417,7985,134060,207211,349656,86334,31699,101339,19517,48561,55115,167681,1343488,498177,297070,171178,213305,281668,32761,955204,60786,401680,162735,76352,1515788,92,184751,147147,247728,229666,44545,22020,260560,235212,188836,264434,111127,94905,17898,54317,68607,21675,563016,745230,693364,1064685,240007,49752,43741,272002,74457,144534,343217,204724,59055,511108,71176,85306,69725,184986,77849,117619,176879,349177,650618,115670,33457,369454,295503,162327,32426,160824,41963,21366,93523,43395,29050,448333,229799,111647,67467,131259,22003,397853,1380943,15496,114204,238838,195715,8689,91477,256129
2018-12-20 0:23,39,285232,431662,282500,192787,359387,643265,29198,2464021,631282,24882,150087,330798,429477,93170,33549,138624,21031,38405,78778,268873,1304620,511783,316535,286721,301305,377967,26560,1111251,94597,355086,172544,204221,1700688,174,255480,252443,485281,235428,82939,23393,318534,463212,194153,274115,112572,118483,20842,72121,112154,23509,533383,749252,688421,1109009,297896,88383,66570,311214,90762,308503,331944,209831,106425,576067,97741,93007,149559,313924,86716,156695,283964,408979,797961,179308,36045,353884,315176,163644,42170,157731,44035,22319,116389,46844,50015,722468,305384,148923,79953,214398,26014,459370,1383429,16534,150523,532453,349069,10314,103069,281771
2018-12-20 3:24,40,179562,254130,179802,106891,243868,377061,20606,1437775,377241,28095,77356,238387,230300,57517,17053,91671,13411,22638,45457,122106,781761,279484,190154,170263,205610,235942,20745,734998,61086,211402,85519,124953,955820,85,173719,167276,228960,143753,36344,13075,195997,261515,113964,151646,66487,77653,10328,36271,73917,14624,299279,450107,696796,648833,238078,49854,38682,176204,56204,165789,206279,121070,81742,356460,47251,56981,109633,141970,47384,72109,169098,230992,411116,111508,19988,195541,186726,84956,27288,91463,25139,10213,83312,31930,31331,436397,209187,94710,50534,96955,13507,270511,809839,8608,101895,326006,227228,6452,66089,168946
2018-12-20 6:24,41,200474,215307,151151,119550,224080,454356,19330,1309403,303639,28688,108977,157993,255573,62354,19110,116607,13958,28881,44387,80649,748292,305349,191941,136311,171312,240859,16318,709349,50714,207053,91883,98581,937883,118,154820,160634,208872,125817,35333,14456,226598,216169,106912,145162,70508,75003,10360,36517,84175,13549,279128,426430,555060,604936,210871,42556,37672,187896,47918,131848,214653,132912,57439,372717,44714,55049,200429,94379,46333,61419,106827,278605,436295,110217,22254,204591,185185,81341,37474,97699,27509,12628,77092,31902,33533,355204,198203,93651,48326,203593,13823,286283,777219,8775,94319,281643,-11607203,7093,53001,157361
2018-12-20 9:24,42,225245,212379,115711,156768,287663,671587,24384,1881506,353144,22444,221872,193506,318003,68146,23837,128621,13660,74404,45642,21878,1097140,375095,299812,67648,166967,225789,30203,826959,44306,259098,129150,37554,946386,79,250734,129419,104615,142556,29567,22042,231418,181638,182272,196161,129118,86201,9367,27386,96518,26857,299997,498262,492508,732794,361112,10217,37222,188343,40588,83144,223077,151030,31163,388851,60663,38229,130835,23495,49419,34556,30684,295602,426748,-74088,28900,312474,176986,113842,55352,131162,27064,14731,132700,34092,31482,329395,204358,197498,53306,172625,16692,408501,1101897,6014,60631,141161,106847,7784,51239,154897
2018-12-20 12:24,43,189591,223678,107604,224061,451532,1585185,35218,2155606,371720,17518,315974,207701,366311,125041,43562,137622,18509,90804,61274,15523,1754634,470510,490612,206363,258075,215264,47130,836956,35274,436160,142522,26836,1442485,133,210718,213143,93402,236400,16171,20338,310456,289831,196845,171439,166913,91289,13216,18235,72693,47705,493283,879845,758551,1012902,423388,7909,27165,180354,49995,150754,284920,175433,20676,470442,46432,119045,236879,20295,47317,18557,27300,318161,614086,196942,43324,371330,267796,115694,94869,227826,62998,24752,218338,45004,58034,513090,229925,204844,59317,94133,23110,727185,1520867,18837,132321,167944,276583,8620,78026,333315
2018-12-20 15:24,44,115373,246208,175503,176972,228732,907957,23496,1650317,422108,13089,194439,210595,284128,91112,28941,80759,10389,44919,27534,47479,1293720,540297,240487,128624,190370,215989,34728,773444,25304,274334,120172,74031,1525825,115,211153,138998,252196,182160,19317,15709,242446,238171,102714,228519,122434,57024,12404,19568,44047,27901,458120,691222,564924,838796,319580,17883,18585,181583,47010,146337,289438,166774,18926,387081,27102,78189,157412,47963,56855,29756,66170,285660,511654,46974,33293,290545,209574,182227,52770,163064,40057,20374,136135,30045,33427,609880,272481,136600,54611,94785,14462,435901,1269996,10962,86451,240397,218977,5470,69930,233189
2018-12-20 18:24,45,141712,263907,191753,200344,277271,819455,24540,1952263,378194,13114,177997,211082,289758,94114,30282,84856,13801,43242,34596,53153,1390066,564854,268132,124182,215479,230959,34047,1008694,27750,275730,154449,62910,1868881,110,198149,143325,244575,232386,17912,20041,253598,235491,162464,298382,120511,73297,15365,22700,44422,24314,534183,735430,655053,986833,286975,15480,28389,218770,62871,121008,333492,183792,23156,463618,40719,87795,170647,53968,58429,31949,56365,293602,564771,46878,47156,296520,264042,209731,41199,148708,45360,22034,115790,35852,30955,545078,255229,120282,59830,94712,15625,432751,1381979,16621,95003,199856,195147,5935,76961,273163
2018-12-20 21:24,46,206674,293512,214807,202534,308090,738220,28071,1748665,445694,15860,190117,275886,387511,90443,32726,106281,15507,49683,60066,184645,1414452,593968,322065,205551,243731,304699,33874,1072257,53870,398253,219383,101195,1758122,171,221515,154857,297445,258307,60961,21868,271105,304125,223386,300415,137151,96936,16346,54006,69758,24824,647907,794646,924792,1025205,258166,66725,65632,288307,80465,167569,329308,189718,78978,568180,67935,82461,195098,220148,69553,110595,193887,368427,677698,104752,47444,359390,325281,221702,42129,143609,48274,20952,108945,44121,36025,533917,228190,137657,71407,131374,29338,473341,1546439,18864,86557,313047,210970,7741,96381,287111
2018-12-21 0:24,47,244816,350985,240284,164797,293505,509477,22957,1827167,501607,14063,141827,247089,375529,67246,24279,128626,17467,31299,63169,195498,898275,415967,238120,228395,193525,343889,20433,771340,64198,525972,121526,186258,1242690,146,205078,199100,398608,173488,84633,16868,238545,342209,155359,201020,98826,73698,16004,71822,86283,16630,404300,525774,553720,695956,242666,85205,71594,236617,62927,265042,277660,148060,67356,444575,58356,74780,173717,213904,60190,109943,225465,353516,583616,110184,44057,268568,229186,146469,29679,107159,30626,18279,103070,32320,36096,556327,250878,102061,60513,175284,31971,344876,1022249,11188,111514,490852,12043892,6648,67290,222467
2018-12-21 3:24,48,240109,308728,214465,133331,309259,552024,22541,1540409,382905,15533,104373,209869,289793,73246,20200,119685,16845,24880,55244,133711,907769,396417,229400,227098,253776,320108,18484,840318,50714,227017,118887,131393,1143951,74,203780,177796,278536,170489,65565,16142,261785,287281,175538,182804,97119,75954,13108,45078,75603,17888,384399,520203,587889,687062,240262,82060,53082,206034,71024,212825,232867,130008,55303,457877,45905,72795,126228,152670,44028,141440,157585,311762,478350,90293,27530,240391,210095,138530,29198,91500,29595,13086,104264,31481,30779,486974,222058,119293,53703,139212,25136,333135,947567,8958,92239,387273,239358,6658,69116,180812
2018-12-21 6:25,49,467701,404500,244501,291114,593037,1258028,44389,2832283,594950,29026,461015,286957,535854,140746,40980,294037,53943,106239,148134,81337,2042114,776646,526476,256867,349952,475332,50902,1575729,73632,624967,189613,113139,2018308,231,324554,309113,241919,328130,68590,38172,521062,359588,392090,335585,195847,157414,20975,56377,159624,40250,722127,1086823,842727,1386690,521009,67038,84218,351529,102469,211306,445642,251154,56736,838367,96270,145173,243569,94506,64901,121375,108400,542248,822788,130631,74076,573729,417104,255285,71226,217895,63617,30808,243136,100965,57233,630743,333399,249408,102417,427443,47641,788438,1912820,21938,149956,428142,295350,13029,106147,384852
2018-12-21 9:24,50,149753,142559,91050,163321,268664,919455,23433,1230816,233847,11973,273374,116710,335821,67225,23497,121597,16271,61975,48334,18636,921835,376812,266365,106658,138690,227121,25866,558967,19237,273058,89854,30689,683061,51,139396,111776,-5874157,143826,24652,15632,233240,164297,143504,138601,109614,57281,8235,21129,68316,22685,283062,421353,389122,583310,253083,9853,26144,163579,28367,71294,195331,107388,14249,332544,35717,72711,74643,17804,37854,22978,19948,302998,447623,38654,35246,287520,151723,92289,40661,134425,28743,12698,115978,28978,22785,282862,158054,146045,39567,70105,25630,398511,877015,8838,49557,162180,118901,7714,31127,165504
2018-12-21 12:24,51,90242,107191,69661,123050,180947,825466,20510,1083452,220792,5961,185689,116247,228998,47026,20457,75792,9181,45620,23777,8528,948925,283396,240213,88426,105986,137726,25604,361790,11590,239953,67693,1498,704624,151,136093,69613,58047,115654,14509,10880,182631,132101,94712,115929,107103,43267,4666,12014,34816,25429,235520,425058,197642,477475,219112,5132,14370,102009,23363,75311,152841,83828,7598,231985,18121,72142,51881,10190,24832,15535,11400,199307,329832,17753,29194,199247,115911,80869,43183,105626,28829,12230,110629,19665,20108,281437,147425,127484,30674,60232,14988,377868,869797,7550,46367,114791,-11674770,3540,31666,156322
2018-12-21 15:24,52,100144,237717,125560,162737,227541,1117585,24913,1799179,371519,5930,164754,206848,178305,94920,26744,68298,9768,48093,19390,30884,1458866,394485,302581,129041,192249,146255,34054,756579,17415,336315,160172,35540,1471377,10,191297,108437,155655,189296,12252,14042,267867,211372,99219,231323,148078,53670,11718,9523,28646,30890,478758,779334,964096,803684,272878,20980,16514,142009,48221,149571,249623,141922,13732,360462,21797,127601,91297,35389,29396,34081,38724,151838,347478,28653,38978,249744,218945,147000,46039,94299,42271,19198,147960,22144,23499,567935,199027,166012,50638,100189,15140,436920,1380912,13204,71346,151043,196275,3663,63194,238836
2018-12-21 18:25,53,88367,193082,183135,142956,200091,583843,19951,1283476,298433,5435,154383,151604,244485,54837,20039,68921,10099,26712,20509,50547,909885,354898,191774,104274,148781,215919,21385,691810,12486,202860,115364,71069,1167947,143,128918,85382,233203,157255,19830,10488,190581,166299,79572,202434,83840,43374,10279,18870,31440,16915,355728,532879,585817,642231,209745,19727,15907,176670,42469,102305,241519,124569,13080,315561,21784,81284,67175,52876,48484,32394,53942,241586,421932,26117,-3572,208284,167409,119460,32451,101694,30423,16272,108829,18279,17795,421248,219532,81559,43768,62043,15368,295453,955085,9920,71836,191067,149209,4160,43479,179753
2018-12-21 21:24,54,155781,252954,215786,214197,263218,697886,25583,1582415,342189,9488,199884,213017,405191,74530,28582,100386,15316,44411,41152,131559,1154346,562592,257337,149125,195384,328320,28620,888844,34646,260858,139960,92085,1351362,143,172502,134007,269158,222692,43220,18941,273512,217680,130467,247238,115276,82052,41871,38866,54030,20229,529333,653390,627218,835886,219552,47694,47291,268065,62379,162320,332207,339418,36087,485823,39039,101701,112307,138423,72048,79254,175174,385663,663878,56383,36332,324799,241986,165376,37746,145913,39047,19658,111889,31359,27446,466352,262486,101764,67305,102110,25611,371307,1288902,14800,71262,280573,171464,6939,129324,234866
2018-12-22 0:24,55,307581,515407,363221,244160,471350,837015,36012,2521159,691694,13012,230509,350226,550602,99661,35107,162346,23238,49412,96599,288324,1517023,635634,401629,323133,310749,462420,34834,1318648,65044,329473,206764,230403,1888523,152,286704,229562,552040,277856,94528,25494,464518,500537,204784,314157,148348,163175,119612,72830,152859,28514,700179,926590,1033540,1121016,397097,110699,110288,391240,98695,430052,398235,761678,75635,700138,72559,136154,155893,348434,96549,156639,392660,504730,879151,102821,46207,426700,371561,214908,50008,157851,49672,25838,178624,55983,44715,821582,344339,191809,93206,225546,42389,521683,1707936,19041,110347,643635,366750,9284,155872,334313
2018-12-22 3:25,56,123972,216652,158305,85223,203934,421838,17234,1277524,344614,7856,90199,211379,223059,34247,10424,68625,11239,18488,39874,132206,570255,237527,161551,167995,172908,221596,11376,620164,28033,119138,82717,139510,677146,40,166686,94102,226773,109665,38808,7758,290227,236836,78758,133382,53884,71319,23705,33048,64018,10423,212569,334922,750838,428386,189219,51549,34711,167160,41943,199967,156802,327621,32661,261516,23758,50645,53325,127663,37231,64868,201760,218645,363696,40426,17753,136505,143750,75495,24834,60084,16921,7084,89769,49479,18568,367330,175081,82009,28119,187189,15243,216890,620295,5526,61937,344537,176988,2741,62408,115432
2018-12-22 6:25,57,218618,292379,240858,212003,428649,781230,32564,2391797,507572,10419,237074,264317,396586,78453,23328,157649,35607,83816,44973,89689,1136641,441865,465313,281665,169642,337999,25229,1003819,32937,282728,124095,115524,1276214,173,82089,55630,225679,183716,4463,18745,110922,273454,190375,277196,101888,120655,-114951,38674,170348,29353,491676,408428,-1413657,752076,355929,64910,-84202,231227,83138,248675,291291,241428,41407,518077,58509,93610,85920,126900,33078,90218,171773,401462,628493,47414,36333,371794,243403,129423,47394,141233,30605,18882,157737,37166,31787,344746,246584,274795,72008,262217,4936,467410,1023410,-1750,85380,359222,204344,-1382324,57975,282838
2018-12-22 9:25,58,393418,412183,217486,323453,578705,1685873,51133,2740308,472521,15733,361114,290714,689365,147425,44079,275496,52303,133674,313585,87788,2125345,820090,599965,210362,371250,455361,57058,1542980,60761,433216,177604,99004,1837981,156,443380,381549,180929,375766,94925,40262,815338,407390,301288,232276,246844,233965,259833,46191,175747,53137,622495,1213326,2627925,1398677,587221,48642,174682,381678,77630,211942,445753,1054726,31563,887223,72931,156402,140561,79393,90507,71238,140206,562876,960467,91267,61463,627321,409672,238151,86648,239414,75562,30480,322511,77217,67453,809392,365153,210020,93846,141443,74949,890317,2284425,35388,127588,278413,292251,11046,136786,353759
2018-12-22 12:25,59,90877,128580,76974,142317,190596,877875,21333,1175371,232412,3694,130011,124926,269335,46021,22749,68330,10282,51966,37053,19111,1006167,306653,285631,104396,131542,149890,27860,414931,13384,198950,82554,26955,845442,97,153075,73631,74984,133432,12617,11315,186944,150084,82499,116598,115424,63893,14216,11456,44692,25301,245915,493877,212869,503587,247237,9732,18006,126619,27926,90796,169090,217413,8508,275853,19337,68095,46093,19858,31430,17888,36668,216408,387155,17162,28264,249977,127096,76165,48460,126383,32035,12825,129799,19994,21881,366502,180391,170594,31775,43339,14804,395161,897826,8712,42807,89800,154365,3293,44592,160675
2018-12-22 15:25,60,145800,348405,244485,192517,256049,1000971,26240,1943388,551426,9066,136338,311845,356612,73825,25976,85275,19451,51939,74429,207113,1309940,660680,291743,245845,233616,301737,32358,826565,50488,278993,153956,180238,1600264,96,188629,168871,358364,220657,44652,15609,332231,350058,114882,223550,132519,72808,49600,36551,70220,29057,453040,803669,714866,845782,278475,84784,43533,268370,167372,363202,291846,348161,48334,507269,38091,102214,86272,184852,62527,130065,298253,355731,695436,65126,47510,342689,234955,230505,51506,131161,39807,19208,158821,38223,34399,794654,294211,155057,58018,163771,21507,446397,1356772,9959,83562,399051,322962,5178,96818,236272
2018-12-22 18:25,61,208110,444963,335588,221785,301213,945784,29730,2361956,647131,13548,151150,313910,407111,101119,28015,103764,26989,58331,105617,286845,1376264,773632,308998,270935,299145,387244,33706,1136990,54965,292289,155420,259267,2016338,103,178031,204427,476892,272453,73845,22811,360462,426280,184039,314419,127741,94061,52718,73590,88469,25712,566894,899656,897445,1006506,327436,98330,58722,349134,172201,450709,374739,390307,65827,628787,57785,113440,119751,258583,79199,165608,341682,413600,810712,88578,51219,389724,305814,253854,47765,148155,46742,22932,180709,44981,40564,814771,366185,142040,80607,275744,25019,454105,1526679,12411,114220,560502,354590,8088,104702,290483
2018-12-22 21:25,62,182049,375883,276057,184882,269201,610420,25599,1718228,477734,11451,160958,281926,386393,79177,23666,99232,19742,56519,83482,212114,1150430,651715,259605,202659,220746,301200,24438,907129,42470,219537,119360,185802,1477537,130,132186,184319,353098,222510,74102,21154,290073,323491,187298,252534,100767,93062,41941,72593,84371,19586,517924,726220,631853,790104,261015,73805,73618,285157,160258,322965,390116,305918,52552,530791,52625,94713,95023,225988,63786,183854,284124,339160,657017,72101,38892,329840,280794,218965,36468,118067,35795,18994,128727,38324,32478,536668,284043,105764,64448,241670,22370,385721,1324568,11426,79938,430666,269108,6833,81705,245086
2018-12-23 0:25,63,306333,489455,380473,243535,524705,984812,35816,2615920,748557,12133,194210,326579,504185,87434,30465,172431,27600,50105,128074,274409,1338457,1022480,394246,329454,332863,463431,33011,1457940,71649,282292,149416,256273,1939345,125,202961,219414,534390,295633,122438,26225,446552,552812,213260,270883,131146,170283,43517,76477,140963,27513,621147,892428,662480,1054537,421383,119022,125274,382245,211937,471020,641772,504442,61932,687379,93586,112428,116446,290553,84010,169896,392217,455748,827633,90351,47837,399948,337853,250460,44403,159759,46175,22703,214175,50350,41477,870100,378453,232079,82921,236104,31705,597833,1622424,16562,124451,697903,385393,9177,109571,307301
